container_index,schema,Table Name,Table Description,,Elaborated Table Description,Column #,prefix,Field,Field Description,report,category,Data Type,Length,Decimals,Nullable,Edit Type,Elaborated Field Description
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",113,MC,MCUSER,User ID,General Accounting,Business Data,String,10,0,Y,Generic Edit,The JDE User ID of the person who last created or modified this Business Unit record. Part of the audit trail to track data changes.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",114,MC,MCPID,Program ID,General Accounting,Business Data,String,10,0,Y,Generic Edit,The JDE Program ID of the application that last updated this Business Unit record. Used in debugging and audit trails to identify which program made the change.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",115,MC,MCUPMJ,Date - Updated,General Accounting,Business Data,Date,6,0,,Generic Edit,The date (in JDE Julian format) when this Business Unit record was last updated. A key audit field for tracking when changes were made.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",116,MC,MCJOBN,Work Station ID,General Accounting,Business Data,String,10,0,Y,Generic Edit,The Workstation ID (computer or terminal name) from which the last update to this Business Unit record was made. Part of the JDE audit trail.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",117,MC,MCUPMT,Time - Last Updated,General Accounting,Business Data,Numeric,6,0,Y,Generic Edit,"The time (in HHMMSS numeric format) when this Business Unit record was last updated. Combined with MCUPMJ, provides a full timestamp for the last modification."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",118,MC,MCBPTP,Branch Type,General Accounting,Business Data,String,15,0,Y,Generic Edit,"A code classifying the branch type for this Business Unit (e.g., manufacturing plant, distribution center, retail branch). Used in branch-specific processing and reporting."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",119,MC,MCAPSB,APS Business Unit,General Accounting,Business Data,Character,1,0,Y,Generic Edit,"A flag indicating whether this Business Unit is an APS (Advanced Planning and Scheduling) business unit. When set, the unit participates in JDE's supply chain planning processes."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",120,MC,MCTSBU,Target Business Unit,General Accounting,Business Data,String,12,0,Y,Generic Edit,The target Business Unit code to which transactions or costs from this unit should ultimately flow or be transferred. Used in intercompany and recharging scenarios.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",121,MC,MCRP31,Category Code - Business Unit 31,General Accounting,Business Data,String,10,0,Y,UDC (00 31),Extended user-defined category code 31 (10-character) for additional Business Unit classification beyond the standard 30 codes.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",122,MC,MCRP32,Category Code - Business Unit 32,General Accounting,Business Data,String,10,0,Y,UDC (00 32),Extended user-defined category code 32 for custom Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",123,MC,MCRP33,Category Code - Business Unit 33,General Accounting,Business Data,String,10,0,Y,UDC (00 33),Extended user-defined category code 33 for custom Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",124,MC,MCRP34,Category Code - Business Unit 34,General Accounting,Business Data,String,10,0,Y,UDC (00 34),Extended user-defined category code 34 for custom Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",125,MC,MCRP35,Category Code - Business Unit 35,General Accounting,Business Data,String,10,0,Y,UDC (00 35),Extended user-defined category code 35 for custom Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",126,MC,MCRP36,Category Code - Business Unit 36,General Accounting,Business Data,String,10,0,Y,UDC (00 36),Extended user-defined category code 36 for custom Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",127,MC,MCRP37,Category Code - Business Unit 37,General Accounting,Business Data,String,10,0,Y,UDC (00 37),Extended user-defined category code 37 for custom Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",128,MC,MCRP38,Category Code - Business Unit 38,General Accounting,Business Data,String,10,0,Y,UDC (00 38),Extended user-defined category code 38 for custom Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",129,MC,MCRP39,Category Code - Business Unit 39,General Accounting,Business Data,String,10,0,Y,UDC (00 39),Extended user-defined category code 39 for custom Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",130,MC,MCRP40,Category Code - Business Unit 40,General Accounting,Business Data,String,10,0,Y,UDC (00 40),Extended user-defined category code 40 for custom Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",131,MC,MCRP41,Category Code - Business Unit 41,General Accounting,Business Data,String,10,0,Y,UDC (00 41),Extended user-defined category code 41 for custom Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",132,MC,MCRP42,Category Code - Business Unit 42,General Accounting,Business Data,String,10,0,Y,UDC (00 42),Extended user-defined category code 42 for custom Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",133,MC,MCRP43,Category Code - Business Unit 43,General Accounting,Business Data,String,10,0,Y,UDC (00 43),Extended user-defined category code 43 for custom Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",134,MC,MCRP44,Category Code - Business Unit 44,General Accounting,Business Data,String,10,0,Y,UDC (00 44),Extended user-defined category code 44 for custom Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",135,MC,MCRP45,Category Code - Business Unit 45,General Accounting,Business Data,String,10,0,Y,UDC (00 45),Extended user-defined category code 45 for custom Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",136,MC,MCRP46,Category Code - Business Unit 46,General Accounting,Business Data,String,10,0,Y,UDC (00 46),Extended user-defined category code 46 for custom Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",137,MC,MCRP47,Category Code - Business Unit 47,General Accounting,Business Data,String,10,0,Y,UDC (00 47),Extended user-defined category code 47 for custom Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",138,MC,MCRP48,Category Code - Business Unit 48,General Accounting,Business Data,String,10,0,Y,UDC (00 48),Extended user-defined category code 48 for custom Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",139,MC,MCRP49,Category Code - Business Unit 49,General Accounting,Business Data,String,10,0,Y,UDC (00 49),Extended user-defined category code 49 for custom Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",140,MC,MCRP50,Category Code - Business Unit 50,General Accounting,Business Data,String,10,0,Y,UDC (00 50),Extended user-defined category code 50 for custom Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",141,MC,MCAN8GCA1,Address Number1,General Accounting,Business Data,Numeric,8,0,Y,Generic Edit,Address Book number for the first Government Contract Award (GCA) address associated with this Business Unit. Used in government contract management for billing and compliance.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",142,MC,MCAN8GCA2,Address Number2,General Accounting,Business Data,Numeric,8,0,Y,Generic Edit,Address Book number for the second GCA address linked to this Business Unit.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",143,MC,MCAN8GCA3,Address Number3,General Accounting,Business Data,Numeric,8,0,Y,Generic Edit,Address Book number for the third GCA address linked to this Business Unit.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",144,MC,MCAN8GCA4,Address Number4,General Accounting,Business Data,Numeric,8,0,Y,Generic Edit,Address Book number for the fourth GCA address linked to this Business Unit.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",145,MC,MCAN8GCA5,Address Number5,General Accounting,Business Data,Numeric,8,0,Y,Generic Edit,Address Book number for the fifth GCA address linked to this Business Unit.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",146,MC,MCRMCU1,Related Business Unit,General Accounting,Business Data,String,12,0,Y,Generic Edit,The Business Unit code of a related or parent business unit. Used to establish hierarchical or cross-referencing relationships between units for reporting or cost sharing.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",147,MC,MCDOCO,Document (Order No Invoice etc.),General Accounting,Business Data,Numeric,8,0,Y,Generic Edit,"The document number (order number, invoice number, etc.) associated with this Business Unit record. Links the unit to a specific contract, sales order, or work order."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",148,MC,MCPCTN,Parent Contract Number,General Accounting,Business Data,Numeric,8,0,Y,Generic Edit,The contract number of the parent contract under which this Business Unit or sub-project operates. Used in multi-level contract management hierarchies.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",149,MC,MCCLNU,Contract Level Number,General Accounting,Business Data,Numeric,8,0,Y,Generic Edit,"A numeric level indicating where this Business Unit sits within a contract hierarchy (level 1 = top, higher numbers = sub-levels). Used in contract management and reporting."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",150,MC,MCBUCA,Burden Category,General Accounting,Business Data,String,5,0,Y,UDC (48S BC),A code categorizing the burden (overhead) type associated with this Business Unit. Used in government contracting and cost accounting to segregate different overhead pools.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",151,MC,MCADJENT,Adjustment Entry,General Accounting,Business Data,Character,1,0,Y,Generic Edit,"A flag indicating whether adjustment journal entries are permitted for this Business Unit. When restricted, only original entries are allowed, protecting data integrity for closed periods."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",152,MC,MCUAFL,FAR UnAllowable Flag,General Accounting,Business Data,Character,1,0,Y,Generic Edit,A flag used in Federal Acquisition Regulation (FAR) compliance to mark costs as unallowable. Costs flagged here cannot be billed to the government under cost-reimbursable contracts.
